listing_id,description,Room_type
31183757,Blue Studio in Hamilton Heights,private Room
31185117,DUPLEX BIG BIG APARTMENT IN BEAUTIFUL NOHO,entire home/apt
31188274,Luxury apartment in queens,entire home/apt
31188378,NY HUDSON YARD DOUBLE ROOM,private Room
31189073,Quite and comfortable shared room in UES,SHARED Room
31189979,Park Slope Brownstone Garden Apartment,entire home/APT
31190191,"Hey, It's Brooklyn, JUST BE YOU.",private Room
31190326,"Very Clean, Cozy 2 Bedrooms near Central Park",entire home/apt
31191366,Prime Williamsburg Duplex Loft Off Lorimer L,private Room
31191752,Large and centrally located Brooklyn room w/ Roof!,private Room
31193385,Haven for your Brooklyn Family/Friends Vacation!,entire home/apt
31193461,New York Private Room with a View,private Room
31193843,Spacious 2 Bedrooms,private Room
31194144,Brooklyn apt 10 mins to Manhattan by subway,private Room
31194321,Private bedroom with back yard,entire home/apt
31201553,Brooklyn bedroom and open basement,private Room
31201605,Curated East Village Apt,private Room
31201624,Brooklyn Bedroom (Flatbush-Ditmas) II,private Room
31201815,Cozy Loft Bedroom With lil Couch Underneath. =],private Room
31201905,"Sam and Mala""s Place",entire home/apt
31203322,"1 BR. Across from subway. 30m to city, 5m to park.",entire home/apt
31203481,Private room with TV and your own bath in NYC!,private Room
31203696,"1 bedroom / 1 bathroom in Bushwick, Brooklyn",private Room
31204536,Private guest suite on magnificent Brooklyn block,entire home/apt
31205829,Bedroom in Bushwick!,private Room
31205946,"Large, Bright Sunny Room in Bushwick near L train",private Room
31206275,Patty‚Äôs Home,entire home/apt
31206409,Spacious 1-bedroom Apartment in Manhattan,entire home/apt
31206698,Bay Ridge House near park and water,entire home/apt
31207065,Nice Room in Sunnyside (15 min to Times Square),private Room
31207719,Sunny and cozy bedroom with a private bathroom,private Room
31208021,Next to subway station: Bunkbed accommodations,Shared Room
31208062,cozy bright apartment in high end building,entire home/apt
31208865,Big studio across the street from Prospect Park,entire home/apt
31209400,2 bedroom apartment in Staten Island,entire home/apt
31211375,Treehouse Brooklyn Loft,private Room
31211385,Long Island City,entire home/APT
31212220,AMAZING ENTIRE 1 BEDROOM APARTMENT (No hot water),entire home/apt
31212456,Homy Abode,entire home/apt
31214157,Cozy private room in Manhattan,private Room
31216852,Beautiful Studio in New Chelsea Building,entire home/apt
31218310,"YOUR HM AWAY FROM HM
Medical personnel, Vacation?",private Room
31218768,"Comfy bedroom, heart of Crown Heights",private Room
31218952,*PRIME MANHATTAN*one block to 5 trains*ROOFDECK!*,private Room
31220603,Cozy Woodhaven,entire home/apt
31220645,Air and Light and Time and Space,entire home/apt
31220749,"Private bedroom near M train, 22 min to Manhattan!",private Room
31221092,Central Harlem Private Room,private Room
31221208,"Sunny 1 bedroom in Greenpoint, great location!",entire home/apt
31221559,Flatbush Hideaway - Quiet and close to subway!,entire home/apt
31221589,Elegance and Comfort in Clinton Hill,private Room
31221996,Private bedroom in a Historic Brownstone House,private Room
31223941,Neat & Tidy - East Village,entire home/apt
31224624,Rose in Spanish Harlem,private Room
31225319,Dominiques unique twin room*NYC-wifi* metro*safe,private Room
31225404,Private Room/Descent Host/close to Subway for Manh,private Room
31225706,Sugar Hill Retreat (SPECIAL OPENING PRICE!),entire home/apt
31226770,Sunny Private Clean Room Downtown - steps2subway,private Room
31226826,Cozy Bedroom 6 mins from JFK. 35mins frm the city,private Room
31227033,Cozy Br. 6 mins from JFK/ 35 mins from the city,private Room
31230933,Easy access to everything in NYC!,entire home/apt
31231904,Serenity - home away from home,entire home/apt
31233576,Cozy studio close to Central Park,entire home/apt
31234062,Perfect for 4!,entire home/apt
31234496,Cozy space in Brooklyn,private Room
31235019,Charming West Village Apt. / Bleecker & Jones,private Room
31235120,Private bedroom in Gorgeous Tonwhouse/Backyard,private Room
31235791,"Williamsburg 1 Bedroom, Spacious and Classy",entire home/apt
31236046,The Princess,entire home/apt
31237303,Worldclass Casa - Sun Rm - 5 min to JFK,private Room
31237727,Luxurious + Chic Upper East Studio,entire home/APT
31238044,Ethelia's BnB,entire home/apt
31242053,"Private, spacious room near airport, train & city",private Room
31243221,"Private room close to train, airport & the city",private Room
31248288,Private room in Bedstuy Brooklyn!,private Room
31249784,Studio Apartment 6 minutes from JFK Airport,private Room
31253484,Nice and quiet Room in Apart in Astoria New York,private Room
31253968,Small Room In NY,private Room
31254505,Spacious Studio Sublet in Hell's Kitchen,entire home/apt
31255471,STYLISH 2 BEDROOM APT RIGHT ON CENTRAL PARK WEST,entire home/apt
31255786,Sunny Shared Vintage Loft,Shared Room
31258508,Private Entrance Brooklyn Townhouse Garden Suite,private Room
31259044,Private Room in Park Slope,private Room
31259110,Live like a local in the heart of East Village!,private Room
31262486,Amazing location with the Manhattan Skyline View!!,private Room
31263006,Great Two Bedroom Apartment in Bushwick!,entire home/apt
31264500,Lovely Chinatown Apartment,entire home/APT
31265925,Large Private Furnished Patio + Cozy Indoors,entire home/apt
31267046,Quiet Private Bedroom 10 min from 7 Train,private Room
31267520,Mott Haven Dorm-Bed F,Shared Room
31267560,JFK Crashpad 6 minutes away,Shared Room
31267561,Gorgeous Upper West Side Gem with sofa bed!¬†,entire home/apt
31268431,Prime Location Private Room in Queens,private Room
31268851,Brooklyn Room Near Subway (45-min from Manhattan),private Room
31269651,Brooklyn Bliss A,private Room
31269703,Heart of Jamaica Queens,entire home/apt
31269990,Cute big private room with a private bathroom.,private Room
31270742,Meyers Inn,private Room
31275494,Comfortable affordable room #5,private Room
31276196,Large bright modern apartment in luxury building,entire home/apt
31277426,Airy & Bright Three Bedroom Apt steps from Subway,entire home/apt
31280212,"Modern, spacious, & cozy Upper West Side Apartment",entire home/apt
31280733,Williamsburg Private Room in Homey Space by Trains,private Room
31283531,Amazing 3 Bedroom Duplex w/ Backyard,entire home/APT
31283533,New York City Home w/ Full Amenities,entire home/apt
31283569,Cozy sunny room in Washington Heights,private Room
31283904,Central & Homey East Village One Bedroom,entire home/apt
31284078,Charming new renovated private room,private Room
31284182,1 bd. Apartment in central Greenpoint,entire home/apt
31285092,Brooklyn Palace,entire home/apt
31285302,Beautiful 1bedroom apt in Williamsburg,entire home/apt
31285562,Charming East Village one-bedroom,entire home/apt
31285648,"1 bedroom in roommates apartment
In Williamsburg",private Room
31285720,cozy private room in upper east side,private Room
31286946,Spacious large bedroom room,private Room
31287498,Cozy Clean 1BR 10min to LGA/Flushing,entire home/apt
31287736,Herbalist‚Äôs Home,private Room
31287886,Spacious Bright Manhattan Home Near The Park,private Room
31289259,NYC Private Bedroom in Spanish Harlem,private Room
31290477,Beautiful Bushwick Studio Intimate Gatherings,entire home/apt
31290728,Sunnyside,entire home/apt
31291730,NY HIGH LINE DOUBLE ROOM,private Room
31291979,"Gorgeous, Plant Filled Oasis & Private Terrace",entire home/apt
31292343,Best East Village Location,private Room
31292656,Brand New and Modern Room in Brooklyn,private Room
31292757,NY BROADWAY DOUBLE DOUBLE ROOM,private Room
31293545,Sunny Hamilton Heights Apartment,entire home/apt
31294112,Empire Aparment,entire home/apt
31294395,Cozy studio in Manhattan!,entire home/apt
31295111,Sunny Spacious 2BR Apt in Heart of Bushwick,entire home/APT
31295524,Cozy Modern Getaway 30 mins from Manhattan (1Bdrm),private Room
31296410,Private bedroom in cozy apt near Central Park,private Room
31297452,Luxury NEW two level suite (Duplex) in Chelsea,entire home/APT
31301399,"Elegant, Mid Century Modern Apt (Private Room)",private Room
31304303,"Entire Apartment, Nice & Quiet, Perfect for Three",entire home/apt
31306674,Spacious and Welcoming In Hip Bushwick,entire home/apt
31307651,TIME SQ WEST- 2 Bunk Beds for 4 People,private Room
31308773,Light & Airy Williamsburg Retreat,private Room
31309714,COSY BEDROOM in CITY CENTER,private Room
31311422,"AMAZING, UNIQUE, ONE OF A KIND VILLAGE APARTMENT!",entire home/apt
31313010,Creative artist apartment in Williamsburg,private Room
31313105,A Spacious & Blissful Stay in Queens!!!,entire home/apt
31313153,small room in Manhattan. Close to major nyc sites,private Room
31313376,"15min from Times Square, 3 minutes from Subway!",private Room
31313806,"new,  private entrance, pvt room and pvt bath",private Room
31313870,Modern bedroom with view in a high rise building,private Room
31314273,"Private bedroom in the Upper West Side, Manhattan",private Room
31315168,Brooklyn Bed,private Room
31315296,Cozy/Private Room in Park Slope,private Room
31315385,"Ideal loc, 2 bedroom apt, East Village, Union Sq",entire home/apt
31315479,Chic Eclectic Midtown Apartment,private Room
31315936,Large room near express trains & Central Park,private Room
31315980,Comfortable room Lower East Side. AC,private Room
31315991,Large Williamsburg room,private Room
31316654,Luxury One Bedroom Apartment (Midtown Manhattan),entire home/apt
31316889,Private Midtown 2 BR Apt Times Sq Theater District,entire home/apt
31317255,Zen! Life! Love! Liberation! Color! Creative!,private Room
31317645,3 Beds in Private Room 3 20 min to City,private Room
31317744,SERETSE'S  INN,entire home/APT
31319056,Sunny and cozy Williamsburg apartment.,private Room
31319316,Newly decorated room close to Elmhurst Ave (M.R),private Room
31319331,"A Painters Canvas, Only 25 mins to Time Square.",entire home/apt
31320905,Manhattan artist home - Gorgeous private room,private Room
31322232,Luxury 4 BR Apartment-25 minutes from the city,entire home/apt
31322379,PRIVATE BR 5min to TIMES SQ and COLUMBUS CIRCLE,private Room
31324327,CENTRAL PARK  NORTH,private Room
31325866,Amazing Soho Apartments with Private Backyard,entire home/apt
31328535,FORT GREENE THE NEW HEART BEAT OF BROOKLYN!,entire home/apt
31328877,Private suite with two bedrooms and adjacent bath,private Room
31330713,True 2Br 3beds Apt with fast WIFI in Times Square,entire home/APT
31332143,Good room in Brooklyn super close to Subways C,private Room
31333074,Miltons place,entire home/apt
31333606,Lovely Spacious King Size Bedroom in Manhattan,private Room
31336040,Queens Rm in Celebrity's Home,private Room
31336245,Jfk crash pad 1-2persons in SHARED space,Shared Room
31336368,One Bedroom in Central NYC location,private Room
31336763,Lovely Bright Queen Size Private Bedroom in NYC,private Room
31337900,Cozy Clean Private Bedroom Near Central Park,private Room
31339496,"Walk to the ""US OPEN""!",entire home/apt
31339548,Bedroom in shared luxury apartment in East Village,private Room
31339600,Massive Room in Triplex Loft,private Room
31340282,SPACIOUS Modern APT in Greenpoint/Williamsburg,entire home/apt
31340539,Travel alone? Stay like at your friend's house!,private Room
31340666,Exclusive 1 bedroom apartment by time square nyc,entire home/apt
31341166,"Stay like a NYker - Cheap, clean and close to All",private Room
31341476,"Tight budget tours NYC? Cheap, Clean and close all",Shared Room
31351908,The Industrial LOFT #1 NoHo. - Great Location!,entire home/apt
31352270,The Industrial LOFT #2 NoHo. - Great Location!,entire home/apt
31353429,"Huge Fully Equipped Apt, DM Building, Great Area",entire home/apt
31353678,"Colorful, Cozy, Bright Brooklyn Studio PetFriendly",entire home/apt
31354518,Private Room in Brooklyn Loft Oasis,private Room
31354965,Sun-Drenched Artistic Uptown Studio,entire home/apt
31355075,Brooklyn sweet dreams,entire home/apt
31355285,Cozy room 2 min walk to subway near mall,private Room
31357191,"Prime 2BR in GreenPoint, Quiet, Large Living Space",entire home/apt
31357323,Great find 2 bedrooms 20minutes from Times Square,entire home/apt
31358401,Quiet cozy room in Prospect Heights,private Room
31359053,Affordable luxurious 2 bedroom apartment.,entire home/apt
31360128,Cute & Cozy Studio in the heart of East Village,entire home/apt
31360817,Cozy Space in Bay Ridge,private Room
31361356,Cozy Private Room in the heart of Bushwick,private Room
31362232,Your dream 2BR/2BA home in Park Slope!,entire home/apt
31364352,"NYC, East 108th st, private bed room, female only",private Room
31365313,Large 1 bedroom in SOHO,entire home/apt
31370245,Beautiful Room in Brooklyn NY,private Room
31370305,ROOM 1,private Room
31377088,Clean Quiet Prvt Rm Prvt Bathroom in Midtown,private Room
31377252,Huge Apartment in TriBeCa,entire home/apt
31377477,Cozy Unique Artist Loft in East Williamsburg,private Room
31378549,Sonder | 180 Water | Chic Studio + Rooftop,entire home/apt
31379248,"Cozy, Sunny Franklin Ave 1-Bedroom with a Piano",entire home/apt
31379452,Sunlit Williamsburg Studio Right Next to the L!,entire home/APT
31379967,Sunny Long Island City 2bed close to manhattan,entire home/apt
31381103,Private Modern bedroom 12 minutes to Midtown,private Room
31381171,JFK Studio Hideaway,entire home/apt
31382465,Modern Studio near Bushwick & Train,entire home/apt
31382878,Private Studio apartment in the west village,entire home/apt
31386277,NEW Charming Private Floor - 15min to Manhattan!,entire home/apt
31387609,"Big basement apartment, very close to subway!",entire home/apt
31388229,Book TODAY! Large 3br with lots of space in the BX,entire home/apt
31388248,"Bohemian Open Loft
Williamsburg/Bushwick close 2 L",private Room
31388942,"Huge private room with a view, close to everything",private Room
31389120,"New, Clean, and Spacious 3 Bedroom Apartment",entire home/apt
31389369,SoHo Charm - Entire 2-br apartment,entire home/apt
31389481,NEW YORK CITY!!! MANHATTAN!!!,private Room
31389656,NYC LUXURY3 BEDROOMS IN MIDTOWN EAST& GYM& BALCONY,entire home/apt
31389728,Full Floor One Bedroom Apt in Manhattan,entire home/apt
31389838,The Perfect Stay in West Village,private Room
31389928,Brooklyn Beauty,private Room
31391466,Spacious 3 bedroom apt in Williamsburg,private Room
31391642,Spacious East Harlem Room,private Room
31393901,New apt so I have the basic things for the moment.,private Room
31397084,LES Luxury Studio! with Private Outdoor Terrace!!,entire home/apt
31400005,"Cute, simple & cheap studio. Great location UES!",entire home/APT
31403932,"Go to NYC? Stay with us. Cozy, Clean &Close all",private Room
31405515,"ONLY WOMEN, CAMAS PARA MUJERES EN QUEENS",private Room
31408487,Sunny Designer Apartment in East Village,entire home/apt
31409073,The Hudson,private Room
31409154,Great Location Cozy Apt. w/ Private Bath,private Room
31409612,Tremendous Views - Greenpoint,entire home/apt
31409739,Stunning triplex in East Williamsburg,entire home/apt
31410637,Charming Harlem Apartment,entire home/APT
31411380,Bright Sunny Manhattan Room in Shared apartment,private Room
31411615,Serenity Studio in East Harlem,entire home/APT
31412664,Quiet Apt on the Gramercy/East Village Border,private Room
31413351,"Private entrance, own bathroom, comfy  & sunshine",entire home/apt
31413900,"Maximum Comfort, Minimum Expenditure 1min to train",private Room
31414400,New and Upscale Space. Just like home,private Room
31414856,Loft Room in Bushwick,private Room
31415232,Luxury 2 Bedroom 2 Bath Brownstone in NYC,entire home/APT
31416434,"Upscale Adorbable Room, Amazing",private Room
31416916,"2 Bedrooms Nearby Free ""Manhattan Ferry""",private Room
31418014,Interior Designer‚Äôs Lovely 1BR Flat (+Balcony!),entire home/apt
31419390,Private Room in Williamsburg . 2min walk to L,private Room
31419862,2 BED APT/TIME SQUARE/HELLS KITCHEN/CENTRAL PARK,entire home/apt
31420503,West Village Charmer,entire home/apt
31427366,Clean Modern Upper Manhattan NYC Room,private Room
31428772,Private Studio 25 Minutes from Midtown,private Room
31428785,Artist's huge family home in BK with Roof Deck!,entire home/apt
31430577,Upper East Side One Bedroom,private Room
31432189,LYRIC - Hotel Extended Studio Suite with Kitchen,entire home/apt
31433921,Private Room in HUGE Harlem Apartment!,private Room
31435825,"Lovely 2BR, 2BATH in heart of East Village!!!",entire home/apt
31435994,Cozy Bedroom Uptown Manhattan,private Room
31436066,Cozy Apt in Kensington,entire home/apt
31436965,Zen One Bedroom in Greenpoint - easy access to NYC,entire home/apt
31438319,Apartamento con cuarto privado en Manhattan,private Room
31438520,"Kozzy in Clinton Hill Brooklyn, NY,",private Room
31439169,One bedroom right next to Central Park on UES!,private Room
31441434,Huge family 2 bedroom in Ideal Upper Manhattan,entire home/apt
31443055,Cosy room in the heart of Bushwick,private Room
31444458,PRIVATE - East Village Three Bedroom,private Room
31445273,Convenient - 2 Stops from the city (good price!),private Room
31445758,TRENDi 3 Bed Duplex in Heart of  Historic Harlem,entire home/apt
31445795,Cozy clean private room in Woodside. 20mins to NYC,private Room
31446827,Bright and airy 2 bedroom near Prospect Park,entire home/apt
31447095,Large 3 BR In LIC/Astoria- 2 Blocks From Subway,entire home/APT
31448783,Sleek 1 Bedroom Brownstone Apartment in Brooklyn,entire home/apt
31450131,Apt2- large bedroom.,private Room
31453103,Newly Renovated Cozy Private 1 Bedroom Apartment,entire home/apt
31457187,Brooklyn Bliss V,private Room
31458142,Huge studio in the heart of Kips Bay,entire home/apt
31459956,#2 Minutes to JFK!!!,private Room
31462754,Private Room in Spacious Apt by Prospect Park,private Room
31463824,"Studio at Battery Park, Downtown Manhattan",entire home/apt
31465478,"Hyper Chic, Bi-Level Apartment + Garden",entire home/apt
31465521,Spacious 3 bed suite next to transit NYC,private Room
31465817,HIP & FUN PRIVATE / COZY BEDROOM 1 BLK FROM METRO,private Room
31466176,White Space Studio,entire home/apt
31466547,Private and cozy room in Bushwick,private Room
31467371,J-m-l train 20 mint to city 20 to jfk  clean 4/20,private Room
31468463,MINS From Central Park / 5th Ave Sleep 9 Manhattan,entire home/apt
31471169,Stay at Lex,entire home/apt
31472498,NEW PRIVATE APARTMENT - 2 BLOCKS from LGA,entire home/apt
31472775,Private Room in Brooklyn: Near L/A/C/J Trains,private Room
31473340,Cozy Clean XL Studio,entire home/apt
31474100,"Big window, good lighting, computer and speaker!",private Room
31474431,Spacious Clean Quiet Master 1 min to Subway N Line,private Room
31474638,Great clean quiet bedroom - half a block to R Line,private Room
31476060,Cozy Williamsburg Apartment,entire home/apt
31476497,Modern stylized room in appartment Harlem 141st,private Room
31485453,Peaceful Private Room in Kew Gardens! Room 1,private Room
31485528,Small Private Room with backyard,private Room
31486254,Luxury 2 Bedroom Apartment 15 Mins from Manhattan,entire home/apt
31486707,Beautiful Loft sublet with community in Brooklyn,private Room
31490386,"Rustic, Private One-Bedroom Apartment in Brooklyn!",entire home/apt
31490447,Minimal Studio in North Greenpoint - Affordable!,entire home/apt
31490659,"‚Äò‚ÄôAROUND THE CORNER‚Äô‚Äô  QUEENS, NY",entire home/apt
31491866,"COZY ,BRIGHT & BEAUTIFUL 2 BDS HOME IN DOWNTOWN",entire home/apt
31493796,Artists House with fire place & roof garden!,private Room
31494165,Sunny Cosy Private Room Hell's Kitchen & Broadway,private Room
31494679,Brighton Luxury,entire home/apt
31495625,Sunny one-bedroom in Prospect Heights,private Room
31497697,"Cozy Manhattan 1-Bedrm, Ground floor, 24hr checkin",private Room
31499021,Manhattan Artist residency room,private Room
31499047,Renovated 2 Br  Close to  LGA/JFK /7 mile Midtown,entire home/apt
31499524,Stylish cozy room in prime area of Upper East,private Room
31499944,Stylish 1BR in West Village,entire home/apt
31500127,Comfortable sofa bed in chic apt,Shared Room
31500172,Room can fit 3 people in Manhattan close to subway,private Room
31501009,MIDTOWN East LARGE STUDIO-7 mins to TIMES SQUARE!,entire home/apt
31502105,The Peaceful Palace Spacious,entire home/apt
31502639,Comfortable room close to train 30 min to Times Sq,private Room
31502830,Flatiron Designer Loft! Private Elevator! 3BR/2BA,entire home/apt
31509696,Quaint Furnished Studio in Doorman Building!,entire home/apt
31510414,Sun-lit room in spacious Clinton Hill loft,private Room
31511086,Private cozy room in Manhattan,private Room
31511088,Blissful  Boudiors  Your Home Away From Home,private Room
31511141,GEM AT THE HEART OF NOLITA MOTT& PRINCE ST.,entire home/apt
31512324,Private Bedroom / Bushwick,private Room
31513692,Need temp room mate/ Private room in Manhattan(ÂÄãÂÆ§),private Room
31514475,New Building Rooms 5 from 1,private Room
31514722,The best room on Sheepshead Bay,private Room
31515617,PRIVATE ROOM 1 - 1 BLOCK TO METRO,private Room
31516684,Safe room in a quiet neighborhood. Near Manhattan!,private Room
31517652,City Life Private Rm-Near Columbia University NYC.,private Room
31520819,Private apartment (1st floor) with all amenities,entire home/apt
31521732,Comfortable Room For 4-Near Columbia University.,private Room
31529989,Sunny East Village Private Room with Bath,private Room
31530836,Cozy Priv Room! in Prime East Village!,private Room
31532352,Super Cute Crown Heights Hideaway .,entire home/apt
31532357,"Beautiful, spacious 1brm, unbelievable location!",private Room
31532642,Nice cozy apartment in Washington Heights!,entire home/apt
31533891,Upper West Side Studio,entire home/apt
31534487,New York Big Room,private Room
31534723,Brownstone Fashion Studio,entire home/apt
31535692,"Beautiful, Charming Bohemian Brownstone Loft",entire home/APT
31536758,Gorgeous views from cleanly home in Lincoln Square,private Room
31538945,PRIVATE ROOM IN ARTSY WILLIAMSBURG LOFT!,private Room
31539511,Great Space with Private Entrance,entire home/apt
31539570,Beautiful and cozy 2Br with private terrace,entire home/apt
31540929,Classic 3 Bedroom Upper West Side Apartment,entire home/APT
31541068,"Bright Guest Room in Fort Greene, BK",private Room
31541668,Contemporary Bedroom in Brooklyn,private Room
31542692,BK Spot,entire home/APT
31542976,"Cozy, Bright Room in Uptown Manhattan",private Room
31543246,Brownstone Top Floor Sunny & Spacious Apartment,entire home/apt
31543432,Private bright room with private detached bathroom,private Room
31552528,Comfy & Spacious Room in Williamsburg Loft,private Room
31553305,Private Loft-Style Bedroom w/ your own Bathroom,private Room
31555001,New York Apartment that feels like home,private Room
31557309,"IDEAL Beach Bungalow in BelleHarbor, Rockaway!",entire home/apt
31557451,"Spacious, Stylish & Sunny Mid-Century Home",entire home/APT
31557578,Cozy room next to subways and Prospect Park,private Room
31560410,Homey Studio just minutes from Time Square,entire home/apt
31560479,large private Rooms for rent 5 mins from SI Ferry,private Room
31560811,Williamsburg Hidden Gem,entire home/apt
31561218,Huge Bright King Size Private Bedroom in NYC,private Room
31561372,SPACIOUS 2BEDS APT. IN THE HEART OF NYC TIMESQUARE,entire home/apt
31561805,Pam's cozy 2 bedroom in Brooklyn,private Room
31564154,West Village Cozy Studio,entire home/apt
31564614,Solo/Couple 2 Stops from the city (good price!),private Room
31565105,Massive Room in Bed-Stuy Clinton Hills,private Room
31566109,B in Brooklyn!,entire home/APT
31566253,Full Sunny East Williamsburg Apt,entire home/apt
31570303,Worldclass Casa - JFK Master Suite w/ Prvt Bath,private Room
31571554,SWEET PLACE IN BUSHWICK  3 BLOCKS FROM METRO STAT,entire home/apt
31572551,Chic in the City,entire home/apt
31572850,Affordable Manh. Studio for 2 for weekend(or week),entire home/apt
31575039,SoHo/Central/Quiet St/Close to trains/Entire Place,entire home/apt
31575274,Spacious 2BR Apt Heart of Bushwick + Backyard,entire home/apt
31582772,1B  share Rm Bed1 Guesthouse in Manhattan,private Room
31582797,Modern & Spacious Brownstone Apartment,entire home/apt
31583242,Comfi & Cozy Studio in private house,entire home/apt
31589769,Beautiful Duplex Apartment for Rent,entire home/apt
31590566,PRIME SOHO: Perfect Room on Prince Street,private Room
31591448,"Apt in Little Italy/Chinatown, Lower Manhattan",entire home/apt
31592115,Luxury Studio in Iconic Lower East Side,entire home/apt
31593170,Cute and Cozy Private Room,private Room
31593677,Modern NYC 2 bedroom apt close to Subway 300#1C,entire home/apt
31593740,Broadway - Cozy Standard King,private Room
31594754,Empire State - Comfy King Room,private Room
31595243,"Cozy and Renovated 2 BR Apt in UWS, Central Park",entire home/apt
31595244,Central Park - Comfy King Room,private Room
31595389,Private Cozy&Quiet Bedroom 1min from central park,private Room
31596163,GREAT LOCATION in NY! PRIVATE STUDIO with PARKING!,entire home/APT
31596199,Entire Contemporary Bronx home,entire home/apt
31596216,Flex Individual Bedroom ONLY ONE (1) Professional,private Room
31596519,Idyllic 1000 Sq Ft Bushwick Loft steps from the L.,entire home/apt
31599106,Á??Á?¶ÂÆ¢Ê?ëÂÆø,private Room
31599436,"Elegant, Mid Century Modern Apt (Entire Place)",entire home/apt
31599484,Entire apartment at the best part of Williamsburg!,entire home/apt
31600379,Great apartment park slope,entire home/APT
31602882,Extra Large Furnished Room,private Room
31605060,"BIG ROOM on Prince Street, PRIME SOHO LOCATION",private Room
31614670,XL Private Bedroom in the Heart of Brooklyn,entire home/apt
31615207,Wyndham Midtown 45 New York City Presidential,entire home/apt
31619454,Room In West Brooklyn,private Room
31620173,"Williamsburg 1.5 Bed, PRIVATE Yard, Music Venues",entire home/APT
31621627,Peaceful Private Room in Kew Gardens! Room 2,private Room
31621785,"Great deal! Comfy, brand new, close to subway:)",private Room
31622417,"Vibrant, Modern, Chelsea 1 bd sleeps  4",entire home/apt
31622448,Home Studio Suite,private Room
31624317,Private BedStuy Wabi-sabi Apart. w/ own backyard.,entire home/apt
31624608,"Homey, comfy bedroom with king size bed!",private Room
31624832,"Bright, sunny bedroom with backyard",private Room
31624862,Upper East Side Studio on 68th street,entire home/apt
31626307,Bright and Airy Freeman Street loft,entire home/APT
31626662,Beautiful Bed-Stuy Open Concept Garden Apartment,entire home/apt
31626920,Quiet Place at Manhattan Midtown West,private Room
31638687,NEW  Luxury 1 Bedroom on UES  Perfect Location!!!,entire home/APT
31639432,Entire Cozy Studio in Central Harlem,entire home/apt
31641160,Marsha Inn,private Room
31641843,Sunny Bedroom in Williamsburg / Chambre priv?©e,private Room
31647134,Luxury SohoStyle 2 bedroom Downtown Manhattan.,entire home/apt
31647516,Elegant & bright 1 bedroom in West Village,entire home/APT
31648320,"Times Square Suite with amazing views, high rise !",entire home/apt
31651359,Huge Private Room Near Brooklyn Museum,private Room
31652254,Photo Studio & Creative Space,entire home/apt
31652405,"Private room,29fl in luxury bldg Midtown Manhattan",private Room
31652563,Super large 2 bed 2 Bath with balcony and POOL,entire home/apt
31652565,Green  moon#2,private Room
31654063,"‚ô•Private-Keyed Room #3 - Desk, closet, & King-bed‚ô•",private Room
31654495,Luxury Modern Gramercy Loft with a balcony,entire home/apt
31663848,Gorgeous Sunny Luxury Williamsburg Condo,entire home/apt
31667621,Manhattan studio 7,private Room
31668199,Spread love it‚Äôs the Brooklyn way.,entire home/apt
31668461,Amazing and Lofty 2BD space in Williamsburg,entire home/apt
31668481,Beautiful 1 bdr in the heart of Williamsburg,entire home/apt
31669029,Cozy bedroom in artsy Bushwick Loft,private Room
31669717,Cozy One Bedroom by Central Park,entire home/apt
31669844,Studio in lovely Astoria,entire home/apt
31670111,Greenpoint Sun Garden (Entire Loft),entire home/apt
31670590,East Village/Union Square Flat,entire home/apt
31670608,Contemporary Duplex with Grand Master Suite,entire home/apt
31670625,Bright financial district apartment with views,entire home/apt
31671043,Spacious Sun-Drenched UWS Apartment,entire home/apt
31671056,Standalone room in the heart of Astoria,private Room
31671911,Harry Potter Den,private Room
31671972,NYC Entire Floor large space,entire home/apt
31672538,Home away from home,entire home/apt
31673405,Sunny 2 bedroom in Central Brooklyn!,entire home/apt
31675232,Brooklyn Exquisite,entire home/apt
31675244,Large Bedroom in Excellent Chinatown/LES Apartment,private Room
31675967,"Bright, spacious, minimalist room in cool spot",private Room
31677408,Perfect Upper West Side Studio,entire home/apt
31677547,NEW Williamsburg Gardens Large Room Private Bath,private Room
31682228,Luxury Modern Apt - AMAZING location,entire home/APT
31682665,Cozy place in Astoria,private Room
31683919,Huge sunny room with private bath,private Room
31684570,Designer Apartment in Cool Two Bridges,entire home/apt
31685548,"Little cozy, clean, homy gem in the hearth of LIC.",private Room
31687149,Cozy south brooklyn apartment for a single/couple,entire home/APT
31688794,Awesome 1 Br apartment,entire home/apt
31690275,Cozy & Colorful in Bushwick,private Room
31690969,Stay in the ‚ù§Ô?èof Manhattan!,private Room
31691209,"All set for guys, don‚Äôt miss out",Shared Room
31692426,Charming 2 Bedroom Brownstone Apartment,entire home/apt
31695085,Upper Upper East Side Vistas (15 min to LGA),entire home/apt
31696775,Quiet & Peaceful room in Astoria!,private Room
31697123,Montauk Guest Suite,entire home/apt
31698813,Cozy & Comfortable room-flushing subway,private Room
31704075,Cozy Manhattan Room,private Room
31705298,Cozy and Quiet City Escape,private Room
31705971,Home away from Home in Brooklyn/Queens borderline,private Room
31707011,West Village Gem,entire home/apt
31707882,"Park Slope, Beautiful New Apartment",entire home/apt
31709260,"Spacious apartment close to Manhattan, WIFI",entire home/apt
31710037,Beautiful airy apartment with private backyard.,entire home/apt
31711274,"Contemporary, Cozy  Retreat",entire home/apt
31711687,PRIVATE 1 Bedroom w/ your own bathroom & entrance!,private Room
